---,Type,Name,Description,Icon,DeArchiveType,LimitedTime,LimitedStack,Name_PaintingColor,Name_PaintingTexture,Name_PaintingDecal,Amount_TGold,ID_GameBox
1038,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""EB13248C446FC4B42B93F4A18BBCEBE0"", ""Blue-green"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""59140B75438A1D2C816DFB8C72FA0946"", ""The basic color of blue-green"")","/Game/UI/Res/MeleeMode_UI/color/lanlv.lanlv","EDeArchiveType_Use","7","1","108","None","0","0","0"
1039,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""FEE2FB4B45CBA2EA4F2B92B9BF56CF32"", ""Light red"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""1E3A3A3349640432D36E7CAC0DAE37ED"", ""The basic color of Light red"")","/Game/UI/Res/MeleeMode_UI/color/tiexiu.tiexiu","EDeArchiveType_Use","7","1","109","None","0","0","0"
1040,"DIY_PaintingColor","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""B50601DC468127FA4B94B2B2FB964666"", ""Light purple"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""DC9F469043BEBA5FC9E9C1A441596F65"", ""The basic color of Light purple"")","/Game/UI/Res/MeleeMode_UI/color/pianzi.pianzi","EDeArchiveType_Use","7","1","110","None","0","0","0"
2001,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""0A521089462C45A3FE4F12B19826A162"", ""Camouflage01"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""20AA52B34BC3C311F7642E9C2741BDF7"", ""土黄色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__3_.1__3_","EDeArchiveType_None","0","1","None","201","0","0","0"
2002,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""3301811D4A28994FA7BF31BBBD2B3013"", ""Camouflage02"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""D89250864E1FAB267ECEDEB985FC0F8F"", ""淡绿色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__1_.1__1_","EDeArchiveType_None","0","1","None","202","0","0","0"
2003,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""47A5C66C4E3C8254FD0C2F898CDF44E1"", ""Camouflage03"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""179E6DEC43BA31DED9D64B865A7EFFDE"", ""淡黄色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__2_.1__2_","EDeArchiveType_None","0","1","None","203","0","0","0"
2004,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""A084622447AC72D619744D8F9D4D891D"", ""Camouflage04"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""34B61F3447BA5B11D5C6678E73C565CF"", ""淡红色条状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__4_.1__4_","EDeArchiveType_None","0","1","None","204","0","0","0"
2005,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""5120C3D5438B430B5A7C8EAFC330D422"", ""Camouflage05"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""7FA646574BAFB12A7FE58FAFDEB8C71C"", ""淡蓝色条状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__5_.1__5_","EDeArchiveType_None","0","1","None","205","0","0","0"
2006,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""ADB00FD1407CCD5397A201A0ADA94C3B"", ""Camouflage06"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""25911C394F357B2D278F3E8A1D06A1A6"", ""土黄/红 双色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__6_.1__6_","EDeArchiveType_None","0","1","None","206","0","0","0"
2007,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""67855B444636E02FFEE561A5D65B1E7D"", ""Camouflage07"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""EEEE66274AEAB7543EA339B3B56480C2"", ""蓝/绿 双色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__7_.1__7_","EDeArchiveType_None","0","1","None","207","0","0","0"
2008,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""7BAC2F5C4D3B4140D1344B8F8AB7F6AD"", ""Camouflage08"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""115EB24A4B38E17E6FF84288BA8BD4B8"", ""淡黄/淡红 双色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__8_.1__8_","EDeArchiveType_None","0","1","None","208","0","0","0"
2009,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""28CD90684CA07D0245F99ABA9EFBAEE4"", ""Camouflage09"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""02CD5D5040B53E600F03EA9D388154F2"", ""淡绿/灰 双色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__9_.1__9_","EDeArchiveType_None","0","1","None","209","0","0","0"
2010,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""AC9044DE4CBD76F3F9C7CBAED3D3D2BA"", ""Camouflage10"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""6B4B81EA4FA708E4AD295C94E0BCA530"", ""淡蓝/深蓝 双色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__10_.1__10_","EDeArchiveType_None","0","1","None","210","0","0","0"
2011,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""F6E5FB5F495BBF3386F0A1882EE011F1"", ""Camouflage11"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""981921084D24133FFC8FA38036767804"", ""淡黄/土黄 双色条状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__11_.1__11_","EDeArchiveType_None","0","1","None","211","0","0","0"
2012,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""FD399DF3439387A8B7B465B5D84612EA"", ""Camouflage12"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""D7E96B9948C2D31E6BA9308D2FAAB273"", ""淡黄/土黄 双色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__12_.1__12_","EDeArchiveType_None","0","1","None","212","0","0","0"
2013,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""D9018C9C4D7ECBCBF0C1778D17A7B6C4"", ""Camouflage13"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""000FD9444CC13CBDD7C5869C379B3E85"", ""棕色条状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__13_.1__13_","EDeArchiveType_None","0","1","None","213","0","0","0"
2014,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""1B658277499D2E720A5CDCAA5996DB07"", ""Camouflage14"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""713836734632FE625BE7958A76CB904A"", ""淡黄/淡蓝 双色块状迷彩1"")","/Game/UI/Res/MeleeMode_UI/Texture/1__15_.1__15_","EDeArchiveType_None","0","1","None","214","0","0","0"
2015,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""08D7B41241C4F2CD0FCA2C85587EA87E"", ""Camouflage15"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""DD4D8355422ACCC1DE3B958D71D2B963"", ""淡黄/淡蓝 双色块状迷彩2"")","/Game/UI/Res/MeleeMode_UI/Texture/1__14_.1__14_","EDeArchiveType_None","0","1","None","215","0","0","0"
2016,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""CAAA42D2450F27A5CCC6458AF60B9C8C"", ""Camouflage16"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""362EAC5845614BA2B31BBE8DDBDC9F28"", ""淡黄/淡蓝 双色条状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__16_.1__16_","EDeArchiveType_None","0","1","None","216","0","0","0"
2017,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""F07D73FD4A8991F5C3AD578AD2DCA097"", ""Camouflage17"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""362C8F884C60A88C1A0CC2A3E260F59A"", ""蓝/黄 双色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__17_.1__17_","EDeArchiveType_None","0","1","None","217","0","0","0"
2018,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""303FE9FC4462227EBE631BB31C180A45"", ""Camouflage18"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""93C9357844498537676EAABD08DE5CF3"", ""蓝/黄/红 三色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__18_.1__18_","EDeArchiveType_None","0","1","None","218","0","0","0"
2019,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""0A521089462C45A3FE4F12B19826A162"", ""Camouflage01"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""BBD4CE334CF08A64E9408A8C8A0C5B34"", ""土黄色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__3_.1__3_","EDeArchiveType_Use","1","1","None","201","0","0","0"
2020,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""3301811D4A28994FA7BF31BBBD2B3013"", ""Camouflage02"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""85A738AD4FBBBEFC0D79F8BBCF4C17F3"", ""淡绿色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__1_.1__1_","EDeArchiveType_Use","1","1","None","202","0","0","0"
2021,"DIY_PaintingTexture","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""47A5C66C4E3C8254FD0C2F898CDF44E1"", ""Camouflage03"")","NSLOCTEXT(""[003409D54EE1D8C71DF50BA918DF530E]"", ""6376EB74492FFF82EB2E64A5B967F9ED"", ""淡黄色块状迷彩"")","/Game/UI/Res/MeleeMode_UI/Texture/1__2_.1__2_","EDeArchiveType_Use","1","1","None","203","0","0","0"
